roundID,subjectID,numSelected,payoff
{"class":"gov.sandia.genlist.survey.Survey","id":101,"surveyAnswers":{"question7":"2","question6":"4","question8":"3","question1":"2","question2":"1","question3":"1","question4":"1","question5":"1"},"surveyCompletionTime":1453930314502,"surveyName":"Group Identity Questions","username":"fsunole2016"}
{"class":"gov.sandia.genlist.survey.Survey","id":102,"surveyAnswers":{"question1":"3","question2":"4","question3":"2","question4":"4","question5":"3"},"surveyCompletionTime":1453930329652,"surveyName":"Trust Questions","username":"fsunole2016"}
{"class":"gov.sandia.genlist.survey.Survey","id":103,"surveyAnswers":{"question6":"2","question1":"1","question2":"2","question3":"3","question4":"2","question5":"3"},"surveyCompletionTime":1453930351682,"surveyName":"Could we fly from London to New York in an hour?","username":"cb19"}
{"class":"gov.sandia.genlist.survey.Survey","id":104,"surveyAnswers":{"question6":"1","question1":"3","question2":"1","question3":"4","question4":"1","question5":"1"},"surveyCompletionTime":1453930379204,"surveyName":"Why are environmentalists putting graffiti on tortoises?","username":"Maelalove"}
{"class":"gov.sandia.genlist.survey.Survey","id":105,"surveyAnswers":{"question6":"1","question1":"3","question2":"1","question3":"4","question4":"2","question5":"1"},"surveyCompletionTime":1453930389687,"surveyName":"Why are environmentalists putting graffiti on tortoises?","username":"grrl72"}
{"class":"gov.sandia.genlist.survey.Survey","id":106,"surveyAnswers":{"question7":"1","question6":"5","question8":"1","question1":"1","question2":"1","question3":"1","question4":"1","question5":"1"},"surveyCompletionTime":1453930421801,"surveyName":"Group Identity Questions","username":"grrl72"}
{"class":"gov.sandia.genlist.survey.Survey","id":107,"surveyAnswers":{"question6":"1","question1":"3","question2":"1","question3":"4","question4":"1","question5":"1"},"surveyCompletionTime":1453930436333,"surveyName":"Why are environmentalists putting graffiti on tortoises?","username":"cb19"}
{"class":"gov.sandia.genlist.survey.Survey","id":108,"surveyAnswers":{"question7":"1","question6":"3","question8":"4","question1":"1","question2":"1","question3":"1","question4":"1","question5":"2"},"surveyCompletionTime":1453930438651,"surveyName":"Group Identity Questions","username":"Maelalove"}
{"class":"gov.sandia.genlist.survey.Survey","id":109,"surveyAnswers":{"question1":"3","question2":"3","question3":"3","question4":"3","question5":"3"},"surveyCompletionTime":1453930440993,"surveyName":"Trust Questions","username":"grrl72"}
{"class":"gov.sandia.genlist.survey.Survey","id":110,"surveyAnswers":{"question1":"4","question2":"2","question3":"4","question4":"4","question5":"4"},"surveyCompletionTime":1453930463262,"surveyName":"Trust Questions","username":"Maelalove"}
{"class":"gov.sandia.genlist.survey.Survey","id":111,"surveyAnswers":{"question7":"3","question6":"4","question8":"5","question1":"2","question2":"2","question3":"2","question4":"1","question5":"2"},"surveyCompletionTime":1453930470391,"surveyName":"Group Identity Questions","username":"cb19"}
{"class":"gov.sandia.genlist.survey.Survey","id":112,"surveyAnswers":{"question6":"1","question1":"3","question2":"1","question3":"4","question4":"1","question5":"1"},"surveyCompletionTime":1453930471962,"surveyName":"Why are environmentalists putting graffiti on tortoises?","username":"branchsonja"}
{"class":"gov.sandia.genlist.survey.Survey","id":113,"surveyAnswers":{"question1":"5","question2":"4","question3":"5","question4":"4","question5":"4"},"surveyCompletionTime":1453930489250,"surveyName":"Trust Questions","username":"cb19"}
{"class":"gov.sandia.genlist.survey.Survey","id":114,"surveyAnswers":{"question7":"2","question6":"5","question8":"4","question1":"2","question2":"2","question3":"2","question4":"1","question5":"2"},"surveyCompletionTime":1453930579147,"surveyName":"Group Identity Questions","username":"branchsonja"}
{"class":"gov.sandia.genlist.survey.Survey","id":115,"surveyAnswers":{"question7":"1","question6":"3","question8":"1","question1":"2","question2":"1","question3":"1","question4":"1","question5":"1"},"surveyCompletionTime":1453930602376,"surveyName":"Group Identity Questions","username":"mattdc"}
{"class":"gov.sandia.genlist.survey.Survey","id":116,"surveyAnswers":{"question1":"3","question2":"3","question3":"3","question4":"2","question5":"3"},"surveyCompletionTime":1453930628529,"surveyName":"Trust Questions","username":"mattdc"}
{"class":"gov.sandia.genlist.survey.Survey","id":117,"surveyAnswers":{"question1":"4","question2":"4","question3":"3","question4":"5","question5":"3"},"surveyCompletionTime":1453930637373,"surveyName":"Trust Questions","username":"branchsonja"}
{"class":"gov.sandia.genlist.survey.Survey","id":118,"surveyAnswers":{"question6":"2","question1":"1","question2":"2","question3":"2","question4":"3","question5":"2"},"surveyCompletionTime":1453930651667,"surveyName":"Could we fly from London to New York in an hour?","username":"amandat2001"}
{"class":"gov.sandia.genlist.survey.Survey","id":119,"surveyAnswers":{"question6":"3","question1":"1","question2":"2","question3":"3","question4":"3","question5":"2"},"surveyCompletionTime":1453930680114,"surveyName":"Could we fly from London to New York in an hour?","username":"A6ORRF"}
{"class":"gov.sandia.genlist.survey.Survey","id":120,"surveyAnswers":{"question7":"3","question6":"3","question8":"8","question1":"3","question2":"2","question3":"2","question4":"2","question5":"2"},"surveyCompletionTime":1453930695780,"surveyName":"Group Identity Questions","username":"Mgamer85"}
{"class":"gov.sandia.genlist.survey.Survey","id":121,"surveyAnswers":{"question1":"3","question2":"3","question3":"3","question4":"4","question5":"4"},"surveyCompletionTime":1453930715254,"surveyName":"Trust Questions","username":"Mgamer85"}
{"class":"gov.sandia.genlist.survey.Survey","id":122,"surveyAnswers":{"question7":"3","question6":"2","question8":"9","question1":"3","question2":"2","question3":"2","question4":"2","question5":"2"},"surveyCompletionTime":1453930789956,"surveyName":"Group Identity Questions","username":"barbara"}
{"class":"gov.sandia.genlist.survey.Survey","id":123,"surveyAnswers":{"question1":"4","question2":"4","question3":"4","question4":"4","question5":"4"},"surveyCompletionTime":1453930826908,"surveyName":"Trust Questions","username":"barbara"}
{"class":"gov.sandia.genlist.survey.Survey","id":124,"surveyAnswers":{"question6":"1","question1":"3","question2":"1","question3":"4","question4":"1","question5":"1"},"surveyCompletionTime":1453930830101,"surveyName":"Why are environmentalists putting graffiti on tortoises?","username":"amandat2001"}
{"class":"gov.sandia.genlist.survey.Survey","id":125,"surveyAnswers":{"question6":"2","question1":"1","question2":"2","question3":"3","question4":"3","question5":"1"},"surveyCompletionTime":1453930880703,"surveyName":"Could we fly from London to New York in an hour?","username":"Annt"}
{"class":"gov.sandia.genlist.survey.Survey","id":126,"surveyAnswers":{"question6":"3","question1":"3","question2":"1","question3":"4","question4":"3","question5":"3"},"surveyCompletionTime":1453930891210,"surveyName":"Why are environmentalists putting graffiti on tortoises?","username":"A6ORRF"}
{"class":"gov.sandia.genlist.survey.Survey","id":127,"surveyAnswers":{"question7":"4","question6":"2","question8":"6","question1":"3","question2":"2","question3":"1","question4":"1","question5":"1"},"surveyCompletionTime":1453930895163,"surveyName":"Group Identity Questions","username":"amandat2001"}
{"class":"gov.sandia.genlist.survey.Survey","id":128,"surveyAnswers":{"question6":"4","question1":"1","question2":"2","question3":"3","question4":"1","question5":"2"},"surveyCompletionTime":1453930912866,"surveyName":"Could we fly from London to New York in an hour?","username":"eswilson"}
{"class":"gov.sandia.genlist.survey.Survey","id":129,"surveyAnswers":{"question1":"4","question2":"4","question3":"4","question4":"4","question5":"4"},"surveyCompletionTime":1453930925493,"surveyName":"Trust Questions","username":"amandat2001"}
{"class":"gov.sandia.genlist.survey.Survey","id":130,"surveyAnswers":{"question7":"2","question6":"3","question8":"5","question1":"2","question2":"1","question3":"1","question4":"2","question5":"2"},"surveyCompletionTime":1453930948287,"surveyName":"Group Identity Questions","username":"jgyankee"}
{"class":"gov.sandia.genlist.survey.Survey","id":131,"surveyAnswers":{"question6":"1","question1":"3","question2":"1","question3":"4","question4":"3","question5":"1"},"surveyCompletionTime":1453930965039,"surveyName":"Why are environmentalists putting graffiti on tortoises?","username":"eswilson"}
{"class":"gov.sandia.genlist.survey.Survey","id":132,"surveyAnswers":{"question1":"4","question2":"4","question3":"3","question4":"5","question5":"4"},"surveyCompletionTime":1453930968595,"surveyName":"Trust Questions","username":"jgyankee"}
{"class":"gov.sandia.genlist.survey.Survey","id":133,"surveyAnswers":{"question6":"1","question1":"1","question2":"1","question3":"4","question4":"1","question5":"1"},"surveyCompletionTime":1453930971089,"surveyName":"Why are environmentalists putting graffiti on tortoises?","username":"Annt"}
{"class":"gov.sandia.genlist.survey.Survey","id":134,"surveyAnswers":{"question7":"1","question6":"5","question8":"1","question1":"1","question2":"1","question3":"1","question4":"1","question5":"1"},"surveyCompletionTime":1453930989261,"surveyName":"Group Identity Questions","username":"eswilson"}
{"class":"gov.sandia.genlist.survey.Survey","id":135,"surveyAnswers":{"question7":"2","question6":"2","question8":"2","question1":"2","question2":"1","question3":"1","question4":"1","question5":"1"},"surveyCompletionTime":1453930997779,"surveyName":"Group Identity Questions","username":"Innana"}
{"class":"gov.sandia.genlist.survey.Survey","id":136,"surveyAnswers":{"question1":"3","question2":"2","question3":"3","question4":"2","question5":"2"},"surveyCompletionTime":1453931009878,"surveyName":"Trust Questions","username":"Innana"}
{"class":"gov.sandia.genlist.survey.Survey","id":137,"surveyAnswers":{"question1":"4","question2":"3","question3":"3","question4":"3","question5":"3"},"surveyCompletionTime":1453931010973,"surveyName":"Trust Questions","username":"eswilson"}
{"class":"gov.sandia.genlist.survey.Survey","id":138,"surveyAnswers":{"question7":"3","question6":"3","question8":"3","question1":"2","question2":"2","question3":"1","question4":"1","question5":"1"},"surveyCompletionTime":1453931021150,"surveyName":"Group Identity Questions","username":"Annt"}
{"class":"gov.sandia.genlist.survey.Survey","id":139,"surveyAnswers":{"question7":"2","question6":"4","question8":"4","question1":"2","question2":"1","question3":"1","question4":"2","question5":"1"},"surveyCompletionTime":1453931026507,"surveyName":"Group Identity Questions","username":"Barbara"}
{"class":"gov.sandia.genlist.survey.Survey","id":140,"surveyAnswers":{"question7":"4","question6":"2","question8":"5","question1":"3","question2":"2","question3":"2","question4":"1","question5":"2"},"surveyCompletionTime":1453931029756,"surveyName":"Group Identity Questions","username":"A6ORRF"}
{"class":"gov.sandia.genlist.survey.Survey","id":141,"surveyAnswers":{"question1":"3","question2":"3","question3":"4","question4":"4","question5":"4"},"surveyCompletionTime":1453931040291,"surveyName":"Trust Questions","username":"Annt"}
{"class":"gov.sandia.genlist.survey.Survey","id":142,"surveyAnswers":{"question1":"3","question2":"2","question3":"4","question4":"3","question5":"2"},"surveyCompletionTime":1453931046911,"surveyName":"Trust Questions","username":"Barbara"}
{"class":"gov.sandia.genlist.survey.Survey","id":143,"surveyAnswers":{"question1":"2","question2":"4","question3":"4","question4":"4","question5":"4"},"surveyCompletionTime":1453931065510,"surveyName":"Trust Questions","username":"A6ORRF"}
{"class":"gov.sandia.genlist.survey.Survey","id":144,"surveyAnswers":{"question6":"2","question1":"1","question2":"2","question3":"3","question4":"3","question5":"3"},"surveyCompletionTime":1453931089740,"surveyName":"Could we fly from London to New York in an hour?","username":"kelkel"}
{"class":"gov.sandia.genlist.survey.Survey","id":145,"surveyAnswers":{"question6":"3","question1":"1","question2":"2","question3":"3","question4":"2","question5":"3"},"surveyCompletionTime":1453931129896,"surveyName":"Could we fly from London to New York in an hour?","username":"wwhisnant"}
{"class":"gov.sandia.genlist.survey.Survey","id":146,"surveyAnswers":{"question6":"4","question1":"1","question2":"2","question3":"3","question4":"2","question5":"1"},"surveyCompletionTime":1453931164828,"surveyName":"Could we fly from London to New York in an hour?","username":"rb88"}
{"class":"gov.sandia.genlist.survey.Survey","id":147,"surveyAnswers":{"question6":"3","question1":"3","question2":"1","question3":"4","question4":"2","question5":"1"},"surveyCompletionTime":1453931173141,"surveyName":"Why are environmentalists putting graffiti on tortoises?","username":"kelkel"}
{"class":"gov.sandia.genlist.survey.Survey","id":148,"surveyAnswers":{"question6":"3","question1":"1","question2":"2","question3":"3","question4":"3","question5":"2"},"surveyCompletionTime":1453931185417,"surveyName":"Could we fly from London to New York in an hour?","username":"A2T321GO5NUCQY"}
{"class":"gov.sandia.genlist.survey.Survey","id":149,"surveyAnswers":{"question7":"2","question6":"3","question8":"3","question1":"2","question2":"1","question3":"1","question4":"1","question5":"1"},"surveyCompletionTime":1453931209052,"surveyName":"Group Identity Questions","username":"supernova"}
{"class":"gov.sandia.genlist.survey.Survey","id":150,"surveyAnswers":{"question6":"2","question1":"3","question2":"1","question3":"4","question4":"3","question5":"1"},"surveyCompletionTime":1453931218857,"surveyName":"Why are environmentalists putting graffiti on tortoises?","username":"rb88"}
{"class":"gov.sandia.genlist.survey.Survey","id":151,"surveyAnswers":{"question7":"2","question6":"3","question8":"1","question1":"1","question2":"1","question3":"1","question4":"1","question5":"1"},"surveyCompletionTime":1453931219037,"surveyName":"Group Identity Questions","username":"kelkel"}
{"class":"gov.sandia.genlist.survey.Survey","id":152,"surveyAnswers":{"question7":"4","question6":"3","question8":"9","question1":"3","question2":"2","question3":"2","question4":"1","question5":"2"},"surveyCompletionTime":1453931222798,"surveyName":"Group Identity Questions","username":"denver101"}
{"class":"gov.sandia.genlist.survey.Survey","id":153,"surveyAnswers":{"question1":"4","question2":"4","question3":"3","question4":"4","question5":"3"},"surveyCompletionTime":1453931228517,"surveyName":"Trust Questions","username":"supernova"}
{"class":"gov.sandia.genlist.survey.Survey","id":154,"surveyAnswers":{"question6":"1","question1":"1","question2":"1","question3":"4","question4":"1","question5":"1"},"surveyCompletionTime":1453931246484,"surveyName":"Why are environmentalists putting graffiti on tortoises?","username":"wwhisnant"}
{"class":"gov.sandia.genlist.survey.Survey","id":155,"surveyAnswers":{"question1":"4","question2":"2","question3":"3","question4":"2","question5":"3"},"surveyCompletionTime":1453931246903,"surveyName":"Trust Questions","username":"kelkel"}
{"class":"gov.sandia.genlist.survey.Survey","id":156,"surveyAnswers":{"question1":"4","question2":"4","question3":"4","question4":"4","question5":"5"},"surveyCompletionTime":1453931249267,"surveyName":"Trust Questions","username":"denver101"}
{"class":"gov.sandia.genlist.survey.Survey","id":157,"surveyAnswers":{"question7":"2","question6":"3","question8":"5","question1":"2","question2":"2","question3":"2","question4":"1","question5":"1"},"surveyCompletionTime":1453931250183,"surveyName":"Group Identity Questions","username":"rb88"}
{"class":"gov.sandia.genlist.survey.Survey","id":158,"surveyAnswers":{"question7":"4","question6":"2","question8":"8","question1":"3","question2":"3","question3":"2","question4":"3","question5":"1"},"surveyCompletionTime":1453931260029,"surveyName":"Group Identity Questions","username":"SuperM"}
{"class":"gov.sandia.genlist.survey.Survey","id":159,"surveyAnswers":{"question1":"4","question2":"1","question3":"3","question4":"1","question5":"3"},"surveyCompletionTime":1453931270819,"surveyName":"Trust Questions","username":"rb88"}
{"class":"gov.sandia.genlist.survey.Survey","id":160,"surveyAnswers":{"question1":"4","question2":"3","question3":"4","question4":"4","question5":"3"},"surveyCompletionTime":1453931281281,"surveyName":"Trust Questions","username":"SuperM"}
{"class":"gov.sandia.genlist.survey.Survey","id":161,"surveyAnswers":{"question7":"4","question6":"4","question8":"9","question1":"3","question2":"2","question3":"2","question4":"1","question5":"3"},"surveyCompletionTime":1453931288581,"surveyName":"Group Identity Questions","username":"wwhisnant"}
{"class":"gov.sandia.genlist.survey.Survey","id":162,"surveyAnswers":{"question6":"1","question1":"3","question2":"1","question3":"4","question4":"1","question5":"1"},"surveyCompletionTime":1453931292600,"surveyName":"Why are environmentalists putting graffiti on tortoises?","username":"A2T321GO5NUCQY"}
{"class":"gov.sandia.genlist.survey.Survey","id":163,"surveyAnswers":{"question1":"5","question2":"5","question3":"5","question4":"5","question5":"4"},"surveyCompletionTime":1453931315610,"surveyName":"Trust Questions","username":"wwhisnant"}
{"class":"gov.sandia.genlist.survey.Survey","id":164,"surveyAnswers":{"question7":"3","question6":"3","question8":"8","question1":"3","question2":"2","question3":"2","question4":"1","question5":"2"},"surveyCompletionTime":1453931330164,"surveyName":"Group Identity Questions","username":"A2T321GO5NUCQY"}
{"class":"gov.sandia.genlist.survey.Survey","id":165,"surveyAnswers":{"question1":"5","question2":"4","question3":"4","question4":"4","question5":"4"},"surveyCompletionTime":1453931345641,"surveyName":"Trust Questions","username":"A2T321GO5NUCQY"}
{"class":"gov.sandia.genlist.survey.Survey","id":166,"surveyAnswers":{"question7":"2","question6":"5","question8":"1","question1":"1","question2":"1","question3":"1","question4":"1","question5":"1"},"surveyCompletionTime":1453931360574,"surveyName":"Group Identity Questions","username":"lcr1490"}
{"class":"gov.sandia.genlist.survey.Survey","id":167,"surveyAnswers":{"question1":"3","question2":"4","question3":"3","question4":"3","question5":"4"},"surveyCompletionTime":1453931405518,"surveyName":"Trust Questions","username":"lcr1490"}
{"class":"gov.sandia.genlist.survey.Survey","id":168,"surveyAnswers":{"question6":"2","question1":"1","question2":"2","question3":"3","question4":"2","question5":"2"},"surveyCompletionTime":1453931471553,"surveyName":"Could we fly from London to New York in an hour?","username":"EMB2857"}
{"class":"gov.sandia.genlist.survey.Survey","id":169,"surveyAnswers":{"question6":"3","question1":"1","question2":"2","question3":"3","question4":"3","question5":"1"},"surveyCompletionTime":1453931486190,"surveyName":"Could we fly from London to New York in an hour?","username":"Jinsaryko"}
{"class":"gov.sandia.genlist.survey.Survey","id":170,"surveyAnswers":{"question7":"3","question6":"2","question8":"8","question1":"3","question2":"2","question3":"2","question4":"2","question5":"2"},"surveyCompletionTime":1453931523340,"surveyName":"Group Identity Questions","username":"shellie"}
{"class":"gov.sandia.genlist.survey.Survey","id":171,"surveyAnswers":{"question7":"2","question6":"2","question8":"4","question1":"1","question2":"2","question3":"1","question4":"2","question5":"1"},"surveyCompletionTime":1453931535263,"surveyName":"Group Identity Questions","username":"cclark33"}
{"class":"gov.sandia.genlist.survey.Survey","id":172,"surveyAnswers":{"question1":"4","question2":"4","question3":"4","question4":"4","question5":"3"},"surveyCompletionTime":1453931542850,"surveyName":"Trust Questions","username":"shellie"}
{"class":"gov.sandia.genlist.survey.Survey","id":173,"surveyAnswers":{"question7":"4","question6":"1","question8":"10","question1":"3","question2":"3","question3":"3","question4":"3","question5":"2"},"surveyCompletionTime":1453931550406,"surveyName":"Group Identity Questions","username":"vishesh"}
{"class":"gov.sandia.genlist.survey.Survey","id":174,"surveyAnswers":{"question1":"3","question2":"4","question3":"3","question4":"4","question5":"3"},"surveyCompletionTime":1453931564385,"surveyName":"Trust Questions","username":"cclark33"}
{"class":"gov.sandia.genlist.survey.Survey","id":175,"surveyAnswers":{"question6":"4","question1":"1","question2":"2","question3":"3","question4":"3","question5":"1"},"surveyCompletionTime":1453931569965,"surveyName":"Could we fly from London to New York in an hour?","username":"tweedledee2"}
{"class":"gov.sandia.genlist.survey.Survey","id":176,"surveyAnswers":{"question1":"5","question2":"5","question3":"5","question4":"5","question5":"5"},"surveyCompletionTime":1453931572004,"surveyName":"Trust Questions","username":"vishesh"}
{"class":"gov.sandia.genlist.survey.Survey","id":177,"surveyAnswers":{"question6":"4","question1":"1","question2":"2","question3":"2","question4":"3","question5":"3"},"surveyCompletionTime":1453931588078,"surveyName":"Could we fly from London to New York in an hour?","username":"chickypez"}
{"class":"gov.sandia.genlist.survey.Survey","id":178,"surveyAnswers":{"question6":"1","question1":"3","question2":"1","question3":"4","question4":"1","question5":"1"},"surveyCompletionTime":1453931599368,"surveyName":"Why are environmentalists putting graffiti on tortoises?","username":"EMB2857"}
{"class":"gov.sandia.genlist.survey.Survey","id":179,"surveyAnswers":{"question7":"4","question6":"3","question8":"5","question1":"3","question2":"1","question3":"2","question4":"2","question5":"1"},"surveyCompletionTime":1453931609545,"surveyName":"Group Identity Questions","username":"kctt206"}
{"class":"gov.sandia.genlist.survey.Survey","id":180,"surveyAnswers":{"question6":"3","question1":"1","question2":"2","question3":"3","question4":"2","question5":"2"},"surveyCompletionTime":1453931621685,"surveyName":"Could we fly from London to New York in an hour?","username":"neightoto"}
{"class":"gov.sandia.genlist.survey.Survey","id":181,"surveyAnswers":{"question6":"2","question1":"1","question2":"2","question3":"3","question4":"4","question5":"3"},"surveyCompletionTime":1453931637412,"surveyName":"Could we fly from London to New York in an hour?","username":"Steph"}
{"class":"gov.sandia.genlist.survey.Survey","id":182,"surveyAnswers":{"question1":"2","question2":"4","question3":"5","question4":"5","question5":"5"},"surveyCompletionTime":1453931640166,"surveyName":"Trust Questions","username":"kctt206"}
{"class":"gov.sandia.genlist.survey.Survey","id":183,"surveyAnswers":{"question7":"4","question6":"3","question8":"7","question1":"2","question2":"2","question3":"2","question4":"2","question5":"2"},"surveyCompletionTime":1453931643777,"surveyName":"Group Identity Questions","username":"Chaitea"}
{"class":"gov.sandia.genlist.survey.Survey","id":184,"surveyAnswers":{"question7":"4","question6":"2","question8":"4","question1":"2","question2":"2","question3":"1","question4":"1","question5":"1"},"surveyCompletionTime":1453931650852,"surveyName":"Group Identity Questions","username":"EMB2857"}
{"class":"gov.sandia.genlist.survey.Survey","id":185,"surveyAnswers":{"question1":"1","question2":"5","question3":"4","question4":"5","question5":"4"},"surveyCompletionTime":1453931657805,"surveyName":"Trust Questions","username":"Chaitea"}
{"class":"gov.sandia.genlist.survey.Survey","id":186,"surveyAnswers":{"question7":"4","question6":"3","question8":"7","question1":"3","question2":"2","question3":"1","question4":"3","question5":"2"},"surveyCompletionTime":1453931665659,"surveyName":"Group Identity Questions","username":"vickieb7884"}
{"class":"gov.sandia.genlist.survey.Survey","id":187,"surveyAnswers":{"question6":"3","question1":"3","question2":"1","question3":"4","question4":"3","question5":"1"},"surveyCompletionTime":1453931669365,"surveyName":"Why are environmentalists putting graffiti on tortoises?","username":"Jinsaryko"}
{"class":"gov.sandia.genlist.survey.Survey","id":188,"surveyAnswers":{"question7":"4","question6":"2","question8":"7","question1":"3","question2":"2","question3":"2","question4":"3","question5":"2"},"surveyCompletionTime":1453931677288,"surveyName":"Group Identity Questions","username":"Jakko"}
{"class":"gov.sandia.genlist.survey.Survey","id":189,"surveyAnswers":{"question1":"5","question2":"3","question3":"3","question4":"3","question5":"3"},"surveyCompletionTime":1453931681877,"surveyName":"Trust Questions","username":"EMB2857"}
{"class":"gov.sandia.genlist.survey.Survey","id":190,"surveyAnswers":{"question1":"4","question2":"5","question3":"5","question4":"4","question5":"4"},"surveyCompletionTime":1453931694704,"surveyName":"Trust Questions","username":"Jakko"}
{"class":"gov.sandia.genlist.survey.Survey","id":191,"surveyAnswers":{"question6":"3","question1":"3","question2":"1","question3":"4","question4":"1","question5":"1"},"surveyCompletionTime":1453931698077,"surveyName":"Why are environmentalists putting graffiti on tortoises?","username":"tweedledee2"}
{"class":"gov.sandia.genlist.survey.Survey","id":192,"surveyAnswers":{"question1":"2","question2":"2","question3":"4","question4":"4","question5":"3"},"surveyCompletionTime":1453931713261,"surveyName":"Trust Questions","username":"vickieb7884"}
{"class":"gov.sandia.genlist.survey.Survey","id":193,"surveyAnswers":{"question6":"3","question1":"1","question2":"2","question3":"3","question4":"1","question5":"1"},"surveyCompletionTime":1453931714094,"surveyName":"Could we fly from London to New York in an hour?","username":"chedens"}
{"class":"gov.sandia.genlist.survey.Survey","id":194,"surveyAnswers":{"question7":"2","question6":"2","question8":"1","question1":"1","question2":"1","question3":"1","question4":"2","question5":"1"},"surveyCompletionTime":1453931715205,"surveyName":"Group Identity Questions","username":"Decapicity"}
{"class":"gov.sandia.genlist.survey.Survey","id":195,"surveyAnswers":{"question6":"4","question1":"1","question2":"2","question3":"3","question4":"2","question5":"2"},"surveyCompletionTime":1453931731516,"surveyName":"Could we fly from London to New York in an hour?","username":"Roo"}
{"class":"gov.sandia.genlist.survey.Survey","id":196,"surveyAnswers":{"question6":"4","question1":"1","question2":"2","question3":"3","question4":"2","question5":"1"},"surveyCompletionTime":1453931732333,"surveyName":"Could we fly from London to New York in an hour?","username":"amber"}
{"class":"gov.sandia.genlist.survey.Survey","id":197,"surveyAnswers":{"question1":"2","question2":"1","question3":"3","question4":"2","question5":"3"},"surveyCompletionTime":1453931735941,"surveyName":"Trust Questions","username":"Decapicity"}
{"class":"gov.sandia.genlist.survey.Survey","id":198,"surveyAnswers":{"question7":"2","question6":"2","question8":"3","question1":"2","question2":"2","question3":"1","question4":"1","question5":"2"},"surveyCompletionTime":1453931736951,"surveyName":"Group Identity Questions","username":"tweedledee2"}
{"class":"gov.sandia.genlist.survey.Survey","id":199,"surveyAnswers":{"question6":"2","question1":"3","question2":"1","question3":"4","question4":"1","question5":"1"},"surveyCompletionTime":1453931747614,"surveyName":"Why are environmentalists putting graffiti on tortoises?","username":"Steph"}
{"class":"gov.sandia.genlist.survey.Survey","id":200,"surveyAnswers":{"question6":"2","question1":"1","question2":"2","question3":"3","question4":"2","question5":"3"},"surveyCompletionTime":1453931750516,"surveyName":"Could we fly from London to New York in an hour?","username":"Rhonda"}
{"class":"gov.sandia.genlist.survey.Survey","id":201,"surveyAnswers":{"question1":"4","question2":"3","question3":"4","question4":"4","question5":"4"},"surveyCompletionTime":1453931752183,"surveyName":"Trust Questions","username":"tweedledee2"}
{"class":"gov.sandia.genlist.survey.Survey","id":202,"surveyAnswers":{"question6":"1","question1":"1","question2":"2","question3":"3","question4":"3","question5":"1"},"surveyCompletionTime":1453931778227,"surveyName":"Could we fly from London to New York in an hour?","username":"keyona"}
{"class":"gov.sandia.genlist.survey.Survey","id":203,"surveyAnswers":{"question6":"1","question1":"3","question2":"1","question3":"4","question4":"3","question5":"1"},"surveyCompletionTime":1453931778644,"surveyName":"Why are environmentalists putting graffiti on tortoises?","username":"neightoto"}
{"class":"gov.sandia.genlist.survey.Survey","id":204,"surveyAnswers":{"question7":"4","question6":"4","question8":"7","question1":"3","question2":"3","question3":"3","question4":"1","question5":"2"},"surveyCompletionTime":1453931793855,"surveyName":"Group Identity Questions","username":"Steph"}
{"class":"gov.sandia.genlist.survey.Survey","id":205,"surveyAnswers":{"question6":"3","question1":"1","question2":"2","question3":"3","question4":"1","question5":"2"},"surveyCompletionTime":1453931808840,"surveyName":"Could we fly from London to New York in an hour?","username":"sibilation"}
{"class":"gov.sandia.genlist.survey.Survey","id":206,"surveyAnswers":{"question1":"4","question2":"5","question3":"5","question4":"5","question5":"4"},"surveyCompletionTime":1453931809555,"surveyName":"Trust Questions","username":"Steph"}
{"class":"gov.sandia.genlist.survey.Survey","id":207,"surveyAnswers":{"question6":"1","question1":"3","question2":"1","question3":"4","question4":"3","question5":"1"},"surveyCompletionTime":1453931810514,"surveyName":"Why are environmentalists putting graffiti on tortoises?","username":"Roo"}
{"class":"gov.sandia.genlist.survey.Survey","id":208,"surveyAnswers":{"question6":"2","question1":"3","question2":"1","question3":"4","question4":"2","question5":"1"},"surveyCompletionTime":1453931823008,"surveyName":"Why are environmentalists putting graffiti on tortoises?","username":"chedens"}
{"class":"gov.sandia.genlist.survey.Survey","id":209,"surveyAnswers":{"question6":"1","question1":"3","question2":"1","question3":"4","question4":"1","question5":"1"},"surveyCompletionTime":1453931823615,"surveyName":"Why are environmentalists putting graffiti on tortoises?","username":"chickypez"}
{"class":"gov.sandia.genlist.survey.Survey","id":210,"surveyAnswers":{"question7":"3","question6":"4","question8":"8","question1":"3","question2":"3","question3":"3","question4":"3","question5":"3"},"surveyCompletionTime":1453931830167,"surveyName":"Group Identity Questions","username":"bobby3eb"}
{"class":"gov.sandia.genlist.survey.Survey","id":211,"surveyAnswers":{"question1":"5","question2":"5","question3":"5","question4":"5","question5":"4"},"surveyCompletionTime":1453931842994,"surveyName":"Trust Questions","username":"bobby3eb"}
{"class":"gov.sandia.genlist.survey.Survey","id":212,"surveyAnswers":{"question7":"2","question6":"5","question8":"2","question1":"2","question2":"1","question3":"1","question4":"1","question5":"1"},"surveyCompletionTime":1453931844165,"surveyName":"Group Identity Questions","username":"Roo"}
{"class":"gov.sandia.genlist.survey.Survey","id":213,"surveyAnswers":{"question7":"4","question6":"2","question8":"1","question1":"1","question2":"1","question3":"1","question4":"1","question5":"1"},"surveyCompletionTime":1453931849415,"surveyName":"Group Identity Questions","username":"neightoto"}
